Connection to (10.0.2.2, 5020) failed: [Errno 111] Connection refused
Connection to GATEWAY (10.0.2.2:5020) failed (connect() returned False). Retrying in 1.0s...
Connection to (10.0.2.2, 5020) failed: [Errno 111] Connection refused
Connection to GATEWAY (10.0.2.2:5020) failed (connect() returned False). Retrying in 1.0s...


[2026-05-07 23:57:02] Bus 1: V=1.013 pu, I=169.241 A, Breaker=CLOSE
[2026-05-08 00:00:52] Bus 2: V=0.977 pu, I=405.655 A, Breaker=CLOSE
[2026-05-08 00:00:52] Bus 3: V=1.004 pu, I=257.069 A, Breaker=CLOSE
[2026-05-08 00:00:52] Bus 4: V=0.973 pu, I=700.690 A, Breaker=CLOSE
[2026-05-08 00:00:52] Bus 5: V=1.020 pu, I=197.448 A, Breaker=CLOSE


[2026-05-08 00:00:56] Bus 1: V=0.990 pu, I=571.724 A, Breaker=CLOSE
[2026-05-08 00:00:56] Bus 2: V=0.991 pu, I=312.931 A, Breaker=CLOSE
[2026-05-08 00:00:56] Bus 3: V=0.992 pu, I=849.517 A, Breaker=CLOSE
[2026-05-08 00:00:56] Bus 4: V=1.008 pu, I=677.379 A, Breaker=CLOSE
[2026-05-08 00:00:56] Bus 5: V=1.035 pu, I=711.138 A, Breaker=CLOSE


[2026-05-08 00:01:00] Bus 1: V=0.988 pu, I=158.931 A, Breaker=CLOSE
[2026-05-08 00:01:00] Bus 2: V=0.985 pu, I=738.207 A, Breaker=CLOSE
[2026-05-08 00:01:00] Bus 3: V=1.035 pu, I=849.759 A, Breaker=CLOSE
[2026-05-08 00:01:00] Bus 4: V=0.991 pu, I=728.621 A, Breaker=CLOSE
[2026-05-08 00:01:00] Bus 5: V=1.004 pu, I=609.862 A, Breaker=CLOSE


[2026-05-08 00:01:04] Bus 1: V=0.972 pu, I=329.103 A, Breaker=CLOSE
[2026-05-08 00:01:04] Bus 2: V=0.993 pu, I=175.793 A, Breaker=CLOSE
[2026-05-08 00:01:04] Bus 3: V=0.983 pu, I=681.759 A, Breaker=CLOSE
[2026-05-08 00:01:04] Bus 4: V=0.990 pu, I=281.103 A, Breaker=CLOSE
[2026-05-08 00:01:04] Bus 5: V=0.996 pu, I=250.724 A, Breaker=CLOSE


[2026-05-08 00:01:08] Bus 1: V=0.972 pu, I=329.103 A, Breaker=CLOSE
[2026-05-08 00:01:08] Bus 2: V=0.993 pu, I=175.793 A, Breaker=CLOSE
[2026-05-08 00:01:08] Bus 3: V=0.983 pu, I=681.759 A, Breaker=CLOSE
[2026-05-08 00:01:08] Bus 4: V=0.990 pu, I=281.103 A, Breaker=CLOSE
[2026-05-08 00:01:08] Bus 5: V=0.996 pu, I=250.724 A, Breaker=CLOSE


[2026-05-08 00:01:12] Bus 1: V=1.012 pu, I=171.000 A, Breaker=CLOSE
[2026-05-08 00:01:12] Bus 2: V=0.989 pu, I=589.276 A, Breaker=CLOSE
[2026-05-08 00:01:12] Bus 3: V=0.952 pu, I=674.724 A, Breaker=CLOSE
[2026-05-08 00:01:12] Bus 4: V=0.963 pu, I=523.793 A, Breaker=CLOSE
[2026-05-08 00:01:12] Bus 5: V=0.955 pu, I=462.517 A, Breaker=CLOSE


[2026-05-08 00:01:16] Bus 1: V=0.971 pu, I=413.793 A, Breaker=CLOSE
[2026-05-08 00:01:16] Bus 2: V=1.026 pu, I=430.483 A, Breaker=CLOSE
[2026-05-08 00:01:16] Bus 3: V=1.025 pu, I=767.759 A, Breaker=CLOSE
[2026-05-08 00:01:16] Bus 4: V=0.975 pu, I=220.483 A, Breaker=CLOSE
[2026-05-08 00:01:16] Bus 5: V=0.951 pu, I=592.483 A, Breaker=CLOSE


[2026-05-08 00:01:20] Bus 1: V=1.049 pu, I=399.517 A, Breaker=CLOSE
[2026-05-08 00:01:20] Bus 2: V=1.015 pu, I=737.379 A, Breaker=CLOSE
[2026-05-08 00:01:20] Bus 3: V=1.015 pu, I=716.966 A, Breaker=CLOSE
[2026-05-08 00:01:20] Bus 4: V=1.044 pu, I=291.483 A, Breaker=CLOSE
[2026-05-08 00:01:20] Bus 5: V=0.952 pu, I=282.310 A, Breaker=CLOSE


[2026-05-08 00:01:25] Bus 1: V=0.962 pu, I=688.931 A, Breaker=CLOSE
[2026-05-08 00:01:25] Bus 2: V=1.006 pu, I=316.759 A, Breaker=CLOSE
[2026-05-08 00:01:25] Bus 3: V=1.019 pu, I=723.103 A, Breaker=CLOSE
[2026-05-08 00:01:25] Bus 4: V=0.966 pu, I=636.897 A, Breaker=CLOSE
[2026-05-08 00:01:25] Bus 5: V=1.024 pu, I=234.103 A, Breaker=CLOSE


[2026-05-08 00:01:29] Bus 1: V=0.962 pu, I=688.931 A, Breaker=CLOSE
[2026-05-08 00:01:29] Bus 2: V=1.006 pu, I=316.759 A, Breaker=CLOSE
[2026-05-08 00:01:29] Bus 3: V=1.019 pu, I=723.103 A, Breaker=CLOSE
[2026-05-08 00:01:29] Bus 4: V=0.966 pu, I=636.897 A, Breaker=CLOSE
[2026-05-08 00:01:29] Bus 5: V=1.024 pu, I=234.103 A, Breaker=CLOSE


[2026-05-08 00:01:33] Bus 1: V=1.031 pu, I=860.931 A, Breaker=CLOSE
[2026-05-08 00:01:33] Bus 2: V=0.960 pu, I=179.138 A, Breaker=CLOSE
[2026-05-08 00:01:33] Bus 3: V=0.981 pu, I=682.034 A, Breaker=CLOSE
[2026-05-08 00:01:33] Bus 4: V=1.045 pu, I=435.172 A, Breaker=CLOSE
[2026-05-08 00:01:33] Bus 5: V=1.021 pu, I=206.069 A, Breaker=CLOSE


[2026-05-08 00:01:37] Bus 1: V=1.019 pu, I=619.172 A, Breaker=CLOSE
[2026-05-08 00:01:37] Bus 2: V=0.960 pu, I=772.517 A, Breaker=CLOSE
[2026-05-08 00:01:37] Bus 3: V=1.035 pu, I=589.862 A, Breaker=CLOSE
[2026-05-08 00:01:37] Bus 4: V=0.962 pu, I=938.552 A, Breaker=CLOSE
[2026-05-08 00:01:37] Bus 5: V=1.028 pu, I=405.897 A, Breaker=CLOSE


