Connection to (10.0.2.2, 5020) failed: [Errno 111] Connection refused
Connection to GATEWAY (10.0.2.2:5020) failed (connect() returned False). Retrying in 1.0s...


[2026-05-05 12:56:13] Bus 1: V=1.013 pu, I=169.241 A, Breaker=CLOSE
[2026-05-05 13:00:12] Bus 1: V=0.988 pu, I=158.931 A, Breaker=CLOSE
[2026-05-05 13:00:12] Bus 2: V=0.985 pu, I=738.207 A, Breaker=CLOSE
[2026-05-05 13:00:12] Bus 3: V=1.035 pu, I=849.759 A, Breaker=CLOSE
[2026-05-05 13:00:12] Bus 4: V=0.991 pu, I=728.621 A, Breaker=CLOSE
[2026-05-05 13:00:12] Bus 5: V=1.004 pu, I=609.862 A, Breaker=CLOSE


[2026-05-05 13:00:16] Bus 1: V=0.988 pu, I=158.931 A, Breaker=CLOSE
[2026-05-05 13:00:16] Bus 2: V=0.985 pu, I=738.207 A, Breaker=CLOSE
[2026-05-05 13:00:16] Bus 3: V=1.035 pu, I=849.759 A, Breaker=CLOSE
[2026-05-05 13:00:16] Bus 4: V=0.991 pu, I=728.621 A, Breaker=CLOSE
[2026-05-05 13:00:16] Bus 5: V=0.996 pu, I=250.724 A, Breaker=CLOSE


[2026-05-05 13:00:21] Bus 1: V=0.972 pu, I=329.103 A, Breaker=CLOSE
[2026-05-05 13:00:21] Bus 2: V=0.993 pu, I=175.793 A, Breaker=CLOSE
[2026-05-05 13:00:21] Bus 3: V=0.983 pu, I=681.759 A, Breaker=CLOSE
[2026-05-05 13:00:21] Bus 4: V=0.990 pu, I=281.103 A, Breaker=CLOSE
[2026-05-05 13:00:21] Bus 5: V=0.996 pu, I=250.724 A, Breaker=CLOSE


[2026-05-05 13:00:25] Bus 1: V=1.012 pu, I=171.000 A, Breaker=CLOSE
[2026-05-05 13:00:25] Bus 2: V=0.989 pu, I=589.276 A, Breaker=CLOSE
[2026-05-05 13:00:25] Bus 3: V=0.952 pu, I=674.724 A, Breaker=CLOSE
[2026-05-05 13:00:25] Bus 4: V=0.963 pu, I=523.793 A, Breaker=CLOSE
[2026-05-05 13:00:25] Bus 5: V=0.955 pu, I=462.517 A, Breaker=CLOSE


[2026-05-05 13:00:29] Bus 1: V=0.971 pu, I=413.793 A, Breaker=CLOSE
[2026-05-05 13:00:29] Bus 2: V=1.026 pu, I=430.483 A, Breaker=CLOSE
[2026-05-05 13:00:29] Bus 3: V=1.025 pu, I=767.759 A, Breaker=CLOSE
[2026-05-05 13:00:29] Bus 4: V=0.975 pu, I=220.483 A, Breaker=CLOSE
[2026-05-05 13:00:29] Bus 5: V=0.951 pu, I=592.483 A, Breaker=CLOSE


[2026-05-05 13:00:33] Bus 1: V=1.049 pu, I=399.517 A, Breaker=CLOSE
[2026-05-05 13:00:33] Bus 2: V=1.015 pu, I=737.379 A, Breaker=CLOSE
[2026-05-05 13:00:33] Bus 3: V=1.015 pu, I=716.966 A, Breaker=CLOSE
[2026-05-05 13:00:33] Bus 4: V=1.044 pu, I=291.483 A, Breaker=CLOSE
[2026-05-05 13:00:33] Bus 5: V=0.952 pu, I=282.310 A, Breaker=CLOSE


[2026-05-05 13:00:37] Bus 1: V=0.962 pu, I=688.931 A, Breaker=CLOSE
[2026-05-05 13:00:37] Bus 2: V=1.006 pu, I=316.759 A, Breaker=CLOSE
[2026-05-05 13:00:37] Bus 3: V=1.019 pu, I=723.103 A, Breaker=CLOSE
[2026-05-05 13:00:37] Bus 4: V=0.966 pu, I=636.897 A, Breaker=CLOSE
[2026-05-05 13:00:37] Bus 5: V=1.024 pu, I=234.103 A, Breaker=CLOSE


[2026-05-05 13:00:41] Bus 1: V=0.962 pu, I=688.931 A, Breaker=CLOSE
[2026-05-05 13:00:41] Bus 2: V=1.006 pu, I=316.759 A, Breaker=CLOSE
[2026-05-05 13:00:41] Bus 3: V=1.019 pu, I=723.103 A, Breaker=CLOSE
[2026-05-05 13:00:41] Bus 4: V=0.966 pu, I=636.897 A, Breaker=CLOSE
[2026-05-05 13:00:41] Bus 5: V=1.024 pu, I=234.103 A, Breaker=CLOSE


[2026-05-05 13:00:45] Bus 1: V=1.031 pu, I=860.931 A, Breaker=CLOSE
[2026-05-05 13:00:45] Bus 2: V=0.960 pu, I=179.138 A, Breaker=CLOSE
[2026-05-05 13:00:45] Bus 3: V=0.981 pu, I=682.034 A, Breaker=CLOSE
[2026-05-05 13:00:45] Bus 4: V=1.045 pu, I=435.172 A, Breaker=CLOSE
[2026-05-05 13:00:45] Bus 5: V=1.021 pu, I=206.069 A, Breaker=CLOSE


[2026-05-05 13:00:50] Bus 1: V=1.019 pu, I=619.172 A, Breaker=CLOSE
[2026-05-05 13:00:50] Bus 2: V=0.960 pu, I=772.517 A, Breaker=CLOSE
[2026-05-05 13:00:50] Bus 3: V=1.035 pu, I=589.862 A, Breaker=CLOSE
[2026-05-05 13:00:50] Bus 4: V=0.962 pu, I=938.552 A, Breaker=CLOSE
[2026-05-05 13:00:50] Bus 5: V=1.028 pu, I=405.897 A, Breaker=CLOSE


[2026-05-05 13:00:54] Bus 1: V=0.992 pu, I=438.345 A, Breaker=CLOSE
[2026-05-05 13:00:54] Bus 2: V=1.000 pu, I=412.586 A, Breaker=CLOSE
[2026-05-05 13:00:54] Bus 3: V=1.034 pu, I=753.448 A, Breaker=CLOSE
[2026-05-05 13:00:54] Bus 4: V=0.960 pu, I=921.759 A, Breaker=CLOSE
[2026-05-05 13:00:54] Bus 5: V=1.013 pu, I=774.172 A, Breaker=CLOSE


[2026-05-05 13:00:58] Bus 1: V=1.020 pu, I=474.862 A, Breaker=CLOSE
[2026-05-05 13:00:58] Bus 2: V=1.023 pu, I=868.655 A, Breaker=CLOSE
[2026-05-05 13:00:58] Bus 3: V=0.977 pu, I=787.103 A, Breaker=CLOSE
[2026-05-05 13:00:58] Bus 4: V=1.003 pu, I=519.345 A, Breaker=CLOSE
[2026-05-05 13:00:58] Bus 5: V=0.993 pu, I=714.759 A, Breaker=CLOSE


[2026-05-05 13:01:02] Bus 1: V=0.976 pu, I=821.241 A, Breaker=CLOSE
[2026-05-05 13:01:02] Bus 2: V=1.033 pu, I=211.655 A, Breaker=CLOSE
[2026-05-05 13:01:02] Bus 3: V=1.038 pu, I=326.103 A, Breaker=CLOSE
[2026-05-05 13:01:02] Bus 4: V=0.996 pu, I=620.276 A, Breaker=CLOSE
[2026-05-05 13:01:02] Bus 5: V=0.987 pu, I=176.552 A, Breaker=CLOSE


[2026-05-05 13:01:06] Bus 1: V=0.976 pu, I=821.241 A, Breaker=CLOSE
[2026-05-05 13:01:06] Bus 2: V=1.033 pu, I=211.655 A, Breaker=CLOSE
[2026-05-05 13:01:06] Bus 3: V=1.038 pu, I=326.103 A, Breaker=CLOSE
[2026-05-05 13:01:06] Bus 4: V=0.996 pu, I=620.276 A, Breaker=CLOSE
[2026-05-05 13:01:06] Bus 5: V=0.987 pu, I=176.552 A, Breaker=CLOSE


[2026-05-05 13:01:10] Bus 1: V=1.035 pu, I=281.379 A, Breaker=CLOSE
[2026-05-05 13:01:10] Bus 2: V=0.971 pu, I=783.655 A, Breaker=CLOSE
[2026-05-05 13:01:10] Bus 3: V=0.984 pu, I=837.379 A, Breaker=CLOSE
[2026-05-05 13:01:10] Bus 4: V=1.020 pu, I=356.103 A, Breaker=CLOSE
[2026-05-05 13:01:10] Bus 5: V=0.951 pu, I=920.793 A, Breaker=CLOSE


[2026-05-05 13:01:14] Bus 1: V=0.958 pu, I=732.138 A, Breaker=CLOSE
[2026-05-05 13:01:14] Bus 2: V=0.998 pu, I=731.690 A, Breaker=CLOSE
[2026-05-05 13:01:14] Bus 3: V=1.019 pu, I=633.138 A, Breaker=CLOSE
[2026-05-05 13:01:14] Bus 4: V=0.999 pu, I=758.069 A, Breaker=CLOSE
[2026-05-05 13:01:14] Bus 5: V=0.959 pu, I=335.207 A, Breaker=CLOSE


[2026-05-05 13:01:19] Bus 1: V=1.019 pu, I=378.828 A, Breaker=CLOSE
[2026-05-05 13:01:19] Bus 2: V=1.008 pu, I=509.379 A, Breaker=CLOSE
[2026-05-05 13:01:19] Bus 3: V=1.003 pu, I=475.621 A, Breaker=CLOSE
[2026-05-05 13:01:19] Bus 4: V=1.024 pu, I=395.138 A, Breaker=CLOSE
[2026-05-05 13:01:19] Bus 5: V=1.020 pu, I=352.034 A, Breaker=CLOSE


[2026-05-05 13:01:23] Bus 1: V=0.975 pu, I=250.793 A, Breaker=CLOSE
[2026-05-05 13:01:23] Bus 2: V=0.969 pu, I=251.448 A, Breaker=CLOSE
[2026-05-05 13:01:23] Bus 3: V=1.003 pu, I=731.310 A, Breaker=CLOSE
[2026-05-05 13:01:23] Bus 4: V=0.968 pu, I=327.931 A, Breaker=CLOSE
[2026-05-05 13:01:23] Bus 5: V=0.998 pu, I=706.345 A, Breaker=CLOSE


[2026-05-05 13:01:27] Bus 1: V=1.047 pu, I=527.586 A, Breaker=CLOSE
[2026-05-05 13:01:27] Bus 2: V=0.978 pu, I=234.310 A, Breaker=CLOSE
[2026-05-05 13:01:27] Bus 3: V=0.969 pu, I=336.345 A, Breaker=CLOSE
[2026-05-05 13:01:27] Bus 4: V=0.967 pu, I=168.724 A, Breaker=CLOSE
[2026-05-05 13:01:27] Bus 5: V=1.003 pu, I=360.552 A, Breaker=CLOSE


[2026-05-05 13:01:31] Bus 1: V=1.047 pu, I=527.586 A, Breaker=CLOSE
[2026-05-05 13:01:31] Bus 2: V=0.978 pu, I=234.310 A, Breaker=CLOSE
[2026-05-05 13:01:31] Bus 3: V=0.969 pu, I=336.345 A, Breaker=CLOSE
[2026-05-05 13:01:31] Bus 4: V=0.967 pu, I=168.724 A, Breaker=CLOSE
[2026-05-05 13:01:31] Bus 5: V=1.003 pu, I=360.552 A, Breaker=CLOSE


[2026-05-05 13:01:35] Bus 1: V=1.047 pu, I=548.621 A, Breaker=CLOSE
[2026-05-05 13:01:35] Bus 2: V=1.019 pu, I=244.034 A, Breaker=CLOSE
[2026-05-05 13:01:35] Bus 3: V=1.036 pu, I=508.241 A, Breaker=CLOSE
[2026-05-05 13:01:35] Bus 4: V=1.037 pu, I=569.207 A, Breaker=CLOSE
[2026-05-05 13:01:35] Bus 5: V=0.996 pu, I=490.000 A, Breaker=CLOSE


[2026-05-05 13:01:39] Bus 1: V=0.968 pu, I=197.966 A, Breaker=CLOSE
[2026-05-05 13:01:39] Bus 2: V=1.044 pu, I=495.103 A, Breaker=CLOSE
[2026-05-05 13:01:39] Bus 3: V=1.032 pu, I=443.897 A, Breaker=CLOSE
[2026-05-05 13:01:39] Bus 4: V=0.957 pu, I=660.793 A, Breaker=CLOSE
[2026-05-05 13:01:39] Bus 5: V=0.955 pu, I=278.793 A, Breaker=CLOSE


[2026-05-05 13:01:43] Bus 1: V=1.006 pu, I=381.897 A, Breaker=CLOSE
[2026-05-05 13:01:43] Bus 2: V=1.049 pu, I=231.448 A, Breaker=CLOSE
[2026-05-05 13:01:43] Bus 3: V=1.026 pu, I=599.172 A, Breaker=CLOSE
[2026-05-05 13:01:43] Bus 4: V=1.029 pu, I=315.517 A, Breaker=CLOSE
[2026-05-05 13:01:43] Bus 5: V=1.002 pu, I=495.069 A, Breaker=CLOSE


[2026-05-05 13:01:47] Bus 1: V=0.994 pu, I=813.310 A, Breaker=CLOSE
[2026-05-05 13:01:47] Bus 2: V=1.049 pu, I=367.483 A, Breaker=CLOSE
[2026-05-05 13:01:47] Bus 3: V=1.012 pu, I=610.172 A, Breaker=CLOSE
[2026-05-05 13:01:47] Bus 4: V=1.024 pu, I=854.828 A, Breaker=CLOSE
[2026-05-05 13:01:47] Bus 5: V=0.970 pu, I=322.931 A, Breaker=CLOSE


[2026-05-05 13:01:51] Bus 1: V=0.994 pu, I=813.310 A, Breaker=CLOSE
[2026-05-05 13:01:51] Bus 2: V=1.049 pu, I=367.483 A, Breaker=CLOSE
[2026-05-05 13:01:51] Bus 3: V=1.012 pu, I=610.172 A, Breaker=CLOSE
[2026-05-05 13:01:51] Bus 4: V=1.024 pu, I=854.828 A, Breaker=CLOSE
[2026-05-05 13:01:51] Bus 5: V=0.970 pu, I=322.931 A, Breaker=CLOSE


[2026-05-05 13:01:55] Bus 1: V=1.016 pu, I=268.034 A, Breaker=CLOSE
[2026-05-05 13:01:55] Bus 2: V=0.967 pu, I=216.862 A, Breaker=CLOSE
[2026-05-05 13:01:55] Bus 3: V=0.950 pu, I=522.138 A, Breaker=CLOSE
[2026-05-05 13:01:55] Bus 4: V=1.009 pu, I=371.207 A, Breaker=CLOSE
[2026-05-05 13:01:55] Bus 5: V=0.973 pu, I=710.862 A, Breaker=CLOSE


[2026-05-05 13:02:00] Bus 1: V=1.020 pu, I=488.931 A, Breaker=CLOSE
[2026-05-05 13:02:00] Bus 2: V=1.018 pu, I=841.517 A, Breaker=CLOSE
[2026-05-05 13:02:00] Bus 3: V=1.028 pu, I=611.724 A, Breaker=CLOSE
[2026-05-05 13:02:00] Bus 4: V=1.016 pu, I=851.000 A, Breaker=CLOSE
[2026-05-05 13:02:00] Bus 5: V=0.992 pu, I=572.207 A, Breaker=CLOSE


[2026-05-05 13:02:04] Bus 1: V=1.014 pu, I=833.138 A, Breaker=CLOSE
[2026-05-05 13:02:04] Bus 2: V=1.032 pu, I=200.448 A, Breaker=CLOSE
[2026-05-05 13:02:04] Bus 3: V=0.966 pu, I=400.552 A, Breaker=CLOSE
[2026-05-05 13:02:04] Bus 4: V=1.024 pu, I=572.448 A, Breaker=CLOSE
[2026-05-05 13:02:04] Bus 5: V=0.978 pu, I=252.724 A, Breaker=CLOSE


[2026-05-05 13:02:08] Bus 1: V=1.018 pu, I=673.586 A, Breaker=CLOSE
[2026-05-05 13:02:08] Bus 2: V=1.044 pu, I=511.621 A, Breaker=CLOSE
[2026-05-05 13:02:08] Bus 3: V=0.999 pu, I=214.034 A, Breaker=CLOSE
[2026-05-05 13:02:08] Bus 4: V=0.953 pu, I=505.345 A, Breaker=CLOSE
[2026-05-05 13:02:08] Bus 5: V=0.982 pu, I=349.724 A, Breaker=CLOSE


[2026-05-05 13:02:12] Bus 1: V=0.959 pu, I=924.034 A, Breaker=CLOSE
[2026-05-05 13:02:12] Bus 2: V=1.033 pu, I=572.069 A, Breaker=CLOSE
[2026-05-05 13:02:12] Bus 3: V=1.045 pu, I=875.517 A, Breaker=CLOSE
[2026-05-05 13:02:12] Bus 4: V=1.017 pu, I=352.034 A, Breaker=CLOSE
[2026-05-05 13:02:12] Bus 5: V=0.954 pu, I=764.552 A, Breaker=CLOSE


[2026-05-05 13:02:16] Bus 1: V=0.959 pu, I=924.034 A, Breaker=CLOSE
[2026-05-05 13:02:16] Bus 2: V=1.033 pu, I=572.069 A, Breaker=CLOSE
[2026-05-05 13:02:16] Bus 3: V=1.045 pu, I=875.517 A, Breaker=CLOSE
[2026-05-05 13:02:16] Bus 4: V=1.017 pu, I=352.034 A, Breaker=CLOSE
[2026-05-05 13:02:16] Bus 5: V=0.954 pu, I=764.552 A, Breaker=CLOSE


[2026-05-05 13:02:20] Bus 1: V=0.997 pu, I=651.414 A, Breaker=CLOSE
[2026-05-05 13:02:20] Bus 2: V=1.041 pu, I=279.345 A, Breaker=CLOSE
[2026-05-05 13:02:20] Bus 3: V=1.008 pu, I=631.345 A, Breaker=CLOSE
[2026-05-05 13:02:20] Bus 4: V=0.999 pu, I=222.310 A, Breaker=CLOSE
[2026-05-05 13:02:20] Bus 5: V=0.984 pu, I=413.069 A, Breaker=CLOSE


[2026-05-05 13:02:24] Bus 1: V=1.017 pu, I=793.310 A, Breaker=CLOSE
[2026-05-05 13:02:24] Bus 2: V=0.982 pu, I=693.448 A, Breaker=CLOSE
[2026-05-05 13:02:24] Bus 3: V=0.978 pu, I=892.414 A, Breaker=CLOSE
[2026-05-05 13:02:24] Bus 4: V=1.031 pu, I=554.759 A, Breaker=CLOSE
[2026-05-05 13:02:24] Bus 5: V=0.995 pu, I=394.241 A, Breaker=CLOSE


[2026-05-05 13:02:28] Bus 1: V=0.982 pu, I=908.621 A, Breaker=CLOSE
[2026-05-05 13:02:28] Bus 2: V=0.990 pu, I=550.345 A, Breaker=CLOSE
[2026-05-05 13:02:28] Bus 3: V=1.048 pu, I=623.724 A, Breaker=CLOSE
[2026-05-05 13:02:28] Bus 4: V=1.004 pu, I=465.759 A, Breaker=CLOSE
[2026-05-05 13:02:28] Bus 5: V=0.968 pu, I=442.310 A, Breaker=CLOSE


[2026-05-05 13:02:32] Bus 1: V=1.025 pu, I=613.828 A, Breaker=CLOSE
[2026-05-05 13:02:32] Bus 2: V=1.025 pu, I=300.000 A, Breaker=CLOSE
[2026-05-05 13:02:32] Bus 3: V=1.004 pu, I=855.931 A, Breaker=CLOSE
[2026-05-05 13:02:32] Bus 4: V=0.993 pu, I=689.414 A, Breaker=CLOSE
[2026-05-05 13:02:32] Bus 5: V=0.962 pu, I=930.034 A, Breaker=CLOSE


[2026-05-05 13:02:36] Bus 1: V=1.025 pu, I=613.828 A, Breaker=CLOSE
[2026-05-05 13:02:36] Bus 2: V=1.025 pu, I=300.000 A, Breaker=CLOSE
[2026-05-05 13:02:36] Bus 3: V=1.004 pu, I=855.931 A, Breaker=CLOSE
[2026-05-05 13:02:36] Bus 4: V=0.993 pu, I=689.414 A, Breaker=CLOSE
[2026-05-05 13:02:36] Bus 5: V=0.962 pu, I=930.034 A, Breaker=CLOSE


[2026-05-05 13:02:41] Bus 1: V=1.010 pu, I=331.448 A, Breaker=CLOSE
[2026-05-05 13:02:41] Bus 2: V=0.965 pu, I=592.966 A, Breaker=CLOSE
[2026-05-05 13:02:41] Bus 3: V=1.005 pu, I=222.483 A, Breaker=CLOSE
[2026-05-05 13:02:41] Bus 4: V=1.049 pu, I=809.069 A, Breaker=CLOSE
[2026-05-05 13:02:41] Bus 5: V=0.996 pu, I=243.069 A, Breaker=CLOSE


[2026-05-05 13:02:45] Bus 1: V=1.033 pu, I=515.552 A, Breaker=CLOSE
[2026-05-05 13:02:45] Bus 2: V=1.021 pu, I=529.241 A, Breaker=CLOSE
[2026-05-05 13:02:45] Bus 3: V=0.977 pu, I=807.552 A, Breaker=CLOSE
[2026-05-05 13:02:45] Bus 4: V=1.048 pu, I=322.931 A, Breaker=CLOSE
[2026-05-05 13:02:45] Bus 5: V=1.005 pu, I=442.862 A, Breaker=CLOSE


[2026-05-05 13:02:49] Bus 1: V=1.042 pu, I=518.345 A, Breaker=CLOSE
[2026-05-05 13:02:49] Bus 2: V=1.037 pu, I=781.931 A, Breaker=CLOSE
[2026-05-05 13:02:49] Bus 3: V=0.977 pu, I=772.414 A, Breaker=CLOSE
[2026-05-05 13:02:49] Bus 4: V=0.991 pu, I=872.586 A, Breaker=CLOSE
[2026-05-05 13:02:49] Bus 5: V=1.000 pu, I=777.828 A, Breaker=CLOSE


[2026-05-05 13:02:53] Bus 1: V=0.978 pu, I=388.724 A, Breaker=CLOSE
[2026-05-05 13:02:53] Bus 2: V=1.008 pu, I=906.586 A, Breaker=CLOSE
[2026-05-05 13:02:53] Bus 3: V=0.998 pu, I=266.172 A, Breaker=CLOSE
[2026-05-05 13:02:53] Bus 4: V=1.003 pu, I=414.207 A, Breaker=CLOSE
[2026-05-05 13:02:53] Bus 5: V=1.005 pu, I=564.138 A, Breaker=CLOSE


[2026-05-05 13:02:57] Bus 1: V=0.995 pu, I=399.759 A, Breaker=CLOSE
[2026-05-05 13:02:57] Bus 2: V=0.968 pu, I=706.586 A, Breaker=CLOSE
[2026-05-05 13:02:57] Bus 3: V=1.007 pu, I=328.345 A, Breaker=CLOSE
[2026-05-05 13:02:57] Bus 4: V=1.027 pu, I=180.862 A, Breaker=CLOSE
[2026-05-05 13:02:57] Bus 5: V=1.024 pu, I=673.966 A, Breaker=CLOSE


[2026-05-05 13:03:01] Bus 1: V=0.995 pu, I=399.759 A, Breaker=CLOSE
[2026-05-05 13:03:01] Bus 2: V=0.968 pu, I=706.586 A, Breaker=CLOSE
[2026-05-05 13:03:01] Bus 3: V=1.007 pu, I=328.345 A, Breaker=CLOSE
[2026-05-05 13:03:01] Bus 4: V=1.027 pu, I=180.862 A, Breaker=CLOSE
[2026-05-05 13:03:01] Bus 5: V=1.024 pu, I=673.966 A, Breaker=CLOSE


[2026-05-05 13:03:05] Bus 1: V=1.031 pu, I=433.517 A, Breaker=CLOSE
[2026-05-05 13:03:05] Bus 2: V=1.016 pu, I=766.034 A, Breaker=CLOSE
[2026-05-05 13:03:05] Bus 3: V=1.048 pu, I=506.034 A, Breaker=CLOSE
[2026-05-05 13:03:05] Bus 4: V=0.953 pu, I=561.690 A, Breaker=CLOSE
[2026-05-05 13:03:05] Bus 5: V=1.009 pu, I=808.621 A, Breaker=CLOSE


[2026-05-05 13:03:09] Bus 1: V=1.037 pu, I=470.793 A, Breaker=CLOSE
[2026-05-05 13:03:09] Bus 2: V=1.002 pu, I=499.759 A, Breaker=CLOSE
[2026-05-05 13:03:09] Bus 3: V=1.022 pu, I=455.138 A, Breaker=CLOSE
[2026-05-05 13:03:09] Bus 4: V=1.015 pu, I=266.172 A, Breaker=CLOSE
[2026-05-05 13:03:09] Bus 5: V=0.996 pu, I=894.552 A, Breaker=CLOSE


[2026-05-05 13:03:13] Bus 1: V=0.983 pu, I=692.103 A, Breaker=CLOSE
[2026-05-05 13:03:13] Bus 2: V=1.014 pu, I=790.414 A, Breaker=CLOSE
[2026-05-05 13:03:13] Bus 3: V=1.035 pu, I=780.517 A, Breaker=CLOSE
[2026-05-05 13:03:13] Bus 4: V=0.988 pu, I=398.862 A, Breaker=CLOSE
[2026-05-05 13:03:13] Bus 5: V=1.021 pu, I=716.138 A, Breaker=CLOSE


[2026-05-05 13:03:17] Bus 1: V=1.037 pu, I=173.448 A, Breaker=CLOSE
[2026-05-05 13:03:17] Bus 2: V=0.956 pu, I=662.552 A, Breaker=CLOSE
[2026-05-05 13:03:17] Bus 3: V=1.042 pu, I=876.448 A, Breaker=CLOSE
[2026-05-05 13:03:17] Bus 4: V=1.024 pu, I=471.931 A, Breaker=CLOSE
[2026-05-05 13:03:17] Bus 5: V=0.959 pu, I=662.552 A, Breaker=CLOSE


[2026-05-05 13:03:22] Bus 1: V=1.037 pu, I=173.448 A, Breaker=CLOSE
[2026-05-05 13:03:22] Bus 2: V=0.956 pu, I=662.552 A, Breaker=CLOSE
[2026-05-05 13:03:22] Bus 3: V=1.042 pu, I=876.448 A, Breaker=CLOSE
[2026-05-05 13:03:22] Bus 4: V=1.024 pu, I=471.931 A, Breaker=CLOSE
[2026-05-05 13:03:22] Bus 5: V=0.959 pu, I=662.552 A, Breaker=CLOSE


[2026-05-05 13:03:26] Bus 1: V=1.037 pu, I=473.345 A, Breaker=CLOSE
[2026-05-05 13:03:26] Bus 2: V=1.019 pu, I=825.621 A, Breaker=CLOSE
[2026-05-05 13:03:26] Bus 3: V=0.954 pu, I=795.966 A, Breaker=CLOSE
[2026-05-05 13:03:26] Bus 4: V=0.979 pu, I=447.724 A, Breaker=CLOSE
[2026-05-05 13:03:26] Bus 5: V=0.964 pu, I=578.207 A, Breaker=CLOSE


[2026-05-05 13:03:30] Bus 1: V=1.006 pu, I=752.103 A, Breaker=CLOSE
[2026-05-05 13:03:30] Bus 2: V=0.966 pu, I=220.034 A, Breaker=CLOSE
[2026-05-05 13:03:30] Bus 3: V=1.037 pu, I=602.897 A, Breaker=CLOSE
[2026-05-05 13:03:30] Bus 4: V=0.974 pu, I=871.414 A, Breaker=CLOSE
[2026-05-05 13:03:30] Bus 5: V=0.964 pu, I=522.966 A, Breaker=CLOSE


[2026-05-05 13:03:34] Bus 1: V=0.975 pu, I=356.069 A, Breaker=CLOSE
[2026-05-05 13:03:34] Bus 2: V=0.950 pu, I=805.828 A, Breaker=CLOSE
[2026-05-05 13:03:34] Bus 3: V=1.040 pu, I=643.586 A, Breaker=CLOSE
[2026-05-05 13:03:34] Bus 4: V=0.965 pu, I=506.828 A, Breaker=CLOSE
[2026-05-05 13:03:34] Bus 5: V=0.984 pu, I=610.138 A, Breaker=CLOSE


[2026-05-05 13:03:38] Bus 1: V=1.013 pu, I=469.655 A, Breaker=CLOSE
[2026-05-05 13:03:38] Bus 2: V=0.975 pu, I=817.759 A, Breaker=CLOSE
[2026-05-05 13:03:38] Bus 3: V=0.969 pu, I=459.793 A, Breaker=CLOSE
[2026-05-05 13:03:38] Bus 4: V=0.998 pu, I=334.034 A, Breaker=CLOSE
[2026-05-05 13:03:38] Bus 5: V=1.007 pu, I=586.759 A, Breaker=CLOSE


[2026-05-05 13:03:42] Bus 1: V=1.049 pu, I=360.000 A, Breaker=CLOSE
[2026-05-05 13:03:42] Bus 2: V=1.047 pu, I=624.759 A, Breaker=CLOSE
[2026-05-05 13:03:42] Bus 3: V=0.977 pu, I=597.690 A, Breaker=CLOSE
[2026-05-05 13:03:42] Bus 4: V=1.018 pu, I=707.414 A, Breaker=CLOSE
[2026-05-05 13:03:42] Bus 5: V=0.954 pu, I=644.138 A, Breaker=CLOSE


[2026-05-05 13:03:46] Bus 1: V=1.049 pu, I=360.000 A, Breaker=CLOSE
[2026-05-05 13:03:46] Bus 2: V=1.047 pu, I=624.759 A, Breaker=CLOSE
[2026-05-05 13:03:46] Bus 3: V=0.977 pu, I=597.690 A, Breaker=CLOSE
[2026-05-05 13:03:46] Bus 4: V=1.018 pu, I=707.414 A, Breaker=CLOSE
[2026-05-05 13:03:46] Bus 5: V=0.954 pu, I=644.138 A, Breaker=CLOSE


[2026-05-05 13:03:50] Bus 1: V=0.999 pu, I=842.483 A, Breaker=CLOSE
[2026-05-05 13:03:50] Bus 2: V=0.978 pu, I=778.552 A, Breaker=CLOSE
[2026-05-05 13:03:50] Bus 3: V=1.010 pu, I=416.828 A, Breaker=CLOSE
[2026-05-05 13:03:50] Bus 4: V=1.013 pu, I=617.690 A, Breaker=CLOSE
[2026-05-05 13:03:50] Bus 5: V=1.017 pu, I=690.172 A, Breaker=CLOSE


[2026-05-05 13:03:54] Bus 1: V=1.015 pu, I=779.586 A, Breaker=CLOSE
[2026-05-05 13:03:54] Bus 2: V=1.012 pu, I=830.966 A, Breaker=CLOSE
[2026-05-05 13:03:54] Bus 3: V=1.014 pu, I=382.586 A, Breaker=CLOSE
[2026-05-05 13:03:54] Bus 4: V=0.994 pu, I=598.172 A, Breaker=CLOSE
[2026-05-05 13:03:54] Bus 5: V=1.023 pu, I=216.276 A, Breaker=CLOSE


[2026-05-05 13:03:58] Bus 1: V=0.979 pu, I=737.828 A, Breaker=CLOSE
[2026-05-05 13:03:58] Bus 2: V=0.967 pu, I=261.828 A, Breaker=CLOSE
[2026-05-05 13:03:58] Bus 3: V=1.003 pu, I=890.069 A, Breaker=CLOSE
[2026-05-05 13:03:58] Bus 4: V=1.003 pu, I=846.724 A, Breaker=CLOSE
[2026-05-05 13:03:58] Bus 5: V=1.033 pu, I=337.414 A, Breaker=CLOSE


[2026-05-05 13:04:03] Bus 1: V=1.032 pu, I=503.724 A, Breaker=CLOSE
[2026-05-05 13:04:03] Bus 2: V=1.030 pu, I=700.517 A, Breaker=CLOSE
[2026-05-05 13:04:03] Bus 3: V=0.983 pu, I=244.345 A, Breaker=CLOSE
[2026-05-05 13:04:03] Bus 4: V=1.046 pu, I=248.414 A, Breaker=CLOSE
[2026-05-05 13:04:03] Bus 5: V=1.046 pu, I=772.586 A, Breaker=CLOSE


[2026-05-05 13:04:07] Bus 1: V=1.032 pu, I=503.724 A, Breaker=CLOSE
