Connection to (10.0.2.2, 5020) failed: [Errno 111] Connection refused
Connection to GATEWAY (10.0.2.2:5020) failed (connect() returned False). Retrying in 1.0s...


[2026-05-10 00:36:35] Bus 1: V=1.013 pu, I=97.724 A, Breaker=CLOSE
[2026-05-10 00:40:37] Bus 1: V=0.988 pu, I=91.759 A, Breaker=CLOSE
[2026-05-10 00:40:37] Bus 2: V=0.985 pu, I=426.207 A, Breaker=CLOSE
[2026-05-10 00:40:37] Bus 3: V=1.035 pu, I=490.586 A, Breaker=CLOSE
[2026-05-10 00:40:37] Bus 4: V=0.991 pu, I=420.655 A, Breaker=CLOSE
[2026-05-10 00:40:37] Bus 5: V=1.004 pu, I=352.103 A, Breaker=CLOSE


[2026-05-10 00:40:41] Bus 1: V=0.972 pu, I=190.000 A, Breaker=CLOSE
[2026-05-10 00:40:41] Bus 2: V=0.993 pu, I=101.483 A, Breaker=CLOSE
[2026-05-10 00:40:41] Bus 3: V=0.983 pu, I=393.586 A, Breaker=CLOSE
[2026-05-10 00:40:41] Bus 4: V=0.990 pu, I=162.310 A, Breaker=CLOSE
[2026-05-10 00:40:41] Bus 5: V=0.996 pu, I=144.724 A, Breaker=CLOSE


[2026-05-10 00:40:45] Bus 1: V=1.012 pu, I=98.724 A, Breaker=CLOSE
[2026-05-10 00:40:45] Bus 2: V=0.989 pu, I=340.207 A, Breaker=CLOSE
[2026-05-10 00:40:45] Bus 3: V=0.952 pu, I=389.552 A, Breaker=CLOSE
[2026-05-10 00:40:45] Bus 4: V=0.963 pu, I=302.414 A, Breaker=CLOSE
[2026-05-10 00:40:45] Bus 5: V=0.955 pu, I=267.034 A, Breaker=CLOSE


[2026-05-10 00:40:49] Bus 1: V=0.971 pu, I=238.897 A, Breaker=CLOSE
[2026-05-10 00:40:49] Bus 2: V=1.026 pu, I=248.517 A, Breaker=CLOSE
[2026-05-10 00:40:49] Bus 3: V=1.025 pu, I=443.276 A, Breaker=CLOSE
[2026-05-10 00:40:49] Bus 4: V=0.975 pu, I=127.276 A, Breaker=CLOSE
[2026-05-10 00:40:49] Bus 5: V=0.951 pu, I=342.069 A, Breaker=CLOSE


[2026-05-10 00:40:53] Bus 1: V=0.971 pu, I=238.897 A, Breaker=CLOSE
[2026-05-10 00:40:53] Bus 2: V=1.026 pu, I=248.517 A, Breaker=CLOSE
[2026-05-10 00:40:53] Bus 3: V=1.025 pu, I=443.276 A, Breaker=CLOSE
[2026-05-10 00:40:53] Bus 4: V=0.975 pu, I=127.276 A, Breaker=CLOSE
[2026-05-10 00:40:53] Bus 5: V=0.951 pu, I=342.069 A, Breaker=CLOSE


[2026-05-10 00:40:57] Bus 1: V=1.049 pu, I=230.655 A, Breaker=CLOSE
[2026-05-10 00:40:57] Bus 2: V=1.015 pu, I=425.724 A, Breaker=CLOSE
[2026-05-10 00:40:57] Bus 3: V=1.015 pu, I=413.931 A, Breaker=CLOSE
[2026-05-10 00:40:57] Bus 4: V=1.044 pu, I=168.276 A, Breaker=CLOSE
[2026-05-10 00:40:57] Bus 5: V=0.952 pu, I=163.000 A, Breaker=CLOSE


[2026-05-10 00:41:01] Bus 1: V=0.962 pu, I=397.759 A, Breaker=CLOSE
[2026-05-10 00:41:01] Bus 2: V=1.006 pu, I=182.897 A, Breaker=CLOSE
[2026-05-10 00:41:01] Bus 3: V=1.019 pu, I=417.483 A, Breaker=CLOSE
[2026-05-10 00:41:01] Bus 4: V=0.966 pu, I=367.690 A, Breaker=CLOSE
[2026-05-10 00:41:01] Bus 5: V=1.024 pu, I=135.138 A, Breaker=CLOSE


[2026-05-10 00:41:05] Bus 1: V=1.031 pu, I=497.034 A, Breaker=CLOSE
[2026-05-10 00:41:05] Bus 2: V=0.960 pu, I=103.414 A, Breaker=CLOSE
[2026-05-10 00:41:05] Bus 3: V=0.981 pu, I=393.759 A, Breaker=CLOSE
[2026-05-10 00:41:05] Bus 4: V=1.045 pu, I=251.241 A, Breaker=CLOSE
[2026-05-10 00:41:05] Bus 5: V=1.021 pu, I=118.966 A, Breaker=CLOSE


[2026-05-10 00:41:09] Bus 1: V=1.019 pu, I=357.483 A, Breaker=CLOSE
[2026-05-10 00:41:09] Bus 2: V=0.960 pu, I=446.000 A, Breaker=CLOSE
[2026-05-10 00:41:09] Bus 3: V=1.035 pu, I=340.552 A, Breaker=CLOSE
[2026-05-10 00:41:09] Bus 4: V=0.962 pu, I=541.862 A, Breaker=CLOSE
[2026-05-10 00:41:09] Bus 5: V=1.028 pu, I=234.345 A, Breaker=CLOSE


[2026-05-10 00:41:13] Bus 1: V=1.019 pu, I=357.483 A, Breaker=CLOSE
[2026-05-10 00:41:13] Bus 2: V=0.960 pu, I=446.000 A, Breaker=CLOSE
[2026-05-10 00:41:13] Bus 3: V=1.035 pu, I=340.552 A, Breaker=CLOSE
[2026-05-10 00:41:13] Bus 4: V=0.962 pu, I=541.862 A, Breaker=CLOSE
[2026-05-10 00:41:13] Bus 5: V=1.028 pu, I=234.345 A, Breaker=CLOSE


[2026-05-10 00:41:17] Bus 1: V=0.992 pu, I=253.069 A, Breaker=CLOSE
[2026-05-10 00:41:17] Bus 2: V=1.000 pu, I=238.207 A, Breaker=CLOSE
[2026-05-10 00:41:17] Bus 3: V=1.034 pu, I=435.000 A, Breaker=CLOSE
[2026-05-10 00:41:17] Bus 4: V=0.960 pu, I=532.172 A, Breaker=CLOSE
[2026-05-10 00:41:17] Bus 5: V=1.013 pu, I=446.966 A, Breaker=CLOSE


[2026-05-10 00:41:21] Bus 1: V=1.020 pu, I=274.172 A, Breaker=CLOSE
[2026-05-10 00:41:21] Bus 2: V=1.023 pu, I=501.517 A, Breaker=CLOSE
[2026-05-10 00:41:21] Bus 3: V=0.977 pu, I=454.448 A, Breaker=CLOSE
[2026-05-10 00:41:21] Bus 4: V=1.003 pu, I=299.828 A, Breaker=CLOSE
[2026-05-10 00:41:21] Bus 5: V=0.993 pu, I=412.655 A, Breaker=CLOSE


[2026-05-10 00:41:25] Bus 1: V=0.976 pu, I=474.138 A, Breaker=CLOSE
[2026-05-10 00:41:25] Bus 2: V=1.033 pu, I=122.172 A, Breaker=CLOSE
[2026-05-10 00:41:25] Bus 3: V=1.038 pu, I=188.276 A, Breaker=CLOSE
[2026-05-10 00:41:25] Bus 4: V=0.996 pu, I=358.103 A, Breaker=CLOSE
[2026-05-10 00:41:25] Bus 5: V=0.987 pu, I=101.931 A, Breaker=CLOSE


[2026-05-10 00:41:29] Bus 1: V=1.035 pu, I=162.448 A, Breaker=CLOSE
[2026-05-10 00:41:29] Bus 2: V=0.971 pu, I=452.448 A, Breaker=CLOSE
[2026-05-10 00:41:29] Bus 3: V=0.984 pu, I=483.448 A, Breaker=CLOSE
[2026-05-10 00:41:29] Bus 4: V=1.020 pu, I=205.586 A, Breaker=CLOSE
[2026-05-10 00:41:29] Bus 5: V=0.951 pu, I=531.621 A, Breaker=CLOSE


[2026-05-10 00:41:33] Bus 1: V=1.035 pu, I=162.448 A, Breaker=CLOSE
[2026-05-10 00:41:33] Bus 2: V=0.971 pu, I=452.448 A, Breaker=CLOSE
[2026-05-10 00:41:33] Bus 3: V=0.984 pu, I=483.448 A, Breaker=CLOSE
[2026-05-10 00:41:33] Bus 4: V=1.020 pu, I=205.586 A, Breaker=CLOSE
[2026-05-10 00:41:33] Bus 5: V=0.951 pu, I=531.621 A, Breaker=CLOSE


[2026-05-10 00:41:37] Bus 1: V=0.958 pu, I=422.690 A, Breaker=CLOSE
[2026-05-10 00:41:37] Bus 2: V=0.998 pu, I=422.414 A, Breaker=CLOSE
[2026-05-10 00:41:37] Bus 3: V=1.019 pu, I=365.552 A, Breaker=CLOSE
[2026-05-10 00:41:37] Bus 4: V=0.999 pu, I=437.655 A, Breaker=CLOSE
[2026-05-10 00:41:37] Bus 5: V=0.959 pu, I=193.517 A, Breaker=CLOSE


[2026-05-10 00:41:41] Bus 1: V=1.019 pu, I=218.724 A, Breaker=CLOSE
[2026-05-10 00:41:41] Bus 2: V=1.008 pu, I=294.069 A, Breaker=CLOSE
[2026-05-10 00:41:41] Bus 3: V=1.003 pu, I=274.586 A, Breaker=CLOSE
[2026-05-10 00:41:41] Bus 4: V=1.024 pu, I=228.138 A, Breaker=CLOSE
[2026-05-10 00:41:41] Bus 5: V=1.020 pu, I=203.241 A, Breaker=CLOSE


[2026-05-10 00:41:45] Bus 1: V=0.975 pu, I=144.793 A, Breaker=CLOSE
[2026-05-10 00:41:45] Bus 2: V=0.969 pu, I=145.172 A, Breaker=CLOSE
[2026-05-10 00:41:45] Bus 3: V=1.003 pu, I=422.207 A, Breaker=CLOSE
[2026-05-10 00:41:45] Bus 4: V=0.968 pu, I=189.310 A, Breaker=CLOSE
[2026-05-10 00:41:45] Bus 5: V=0.998 pu, I=407.793 A, Breaker=CLOSE


[2026-05-10 00:41:49] Bus 1: V=1.047 pu, I=304.586 A, Breaker=CLOSE
[2026-05-10 00:41:49] Bus 2: V=0.978 pu, I=135.276 A, Breaker=CLOSE
[2026-05-10 00:41:49] Bus 3: V=0.969 pu, I=194.172 A, Breaker=CLOSE
[2026-05-10 00:41:49] Bus 4: V=0.967 pu, I=97.414 A, Breaker=CLOSE
[2026-05-10 00:41:49] Bus 5: V=1.003 pu, I=208.138 A, Breaker=CLOSE


[2026-05-10 00:41:53] Bus 1: V=1.047 pu, I=304.586 A, Breaker=CLOSE
[2026-05-10 00:41:53] Bus 2: V=0.978 pu, I=135.276 A, Breaker=CLOSE
[2026-05-10 00:41:53] Bus 3: V=0.969 pu, I=194.172 A, Breaker=CLOSE
[2026-05-10 00:41:53] Bus 4: V=0.967 pu, I=97.414 A, Breaker=CLOSE
[2026-05-10 00:41:53] Bus 5: V=1.003 pu, I=208.138 A, Breaker=CLOSE


[2026-05-10 00:41:57] Bus 1: V=1.047 pu, I=316.724 A, Breaker=CLOSE
[2026-05-10 00:41:57] Bus 2: V=1.019 pu, I=140.897 A, Breaker=CLOSE
[2026-05-10 00:41:57] Bus 3: V=1.036 pu, I=293.414 A, Breaker=CLOSE
[2026-05-10 00:41:57] Bus 4: V=1.037 pu, I=328.621 A, Breaker=CLOSE
[2026-05-10 00:41:57] Bus 5: V=0.996 pu, I=282.897 A, Breaker=CLOSE


[2026-05-10 00:42:01] Bus 1: V=0.968 pu, I=114.310 A, Breaker=CLOSE
[2026-05-10 00:42:01] Bus 2: V=1.044 pu, I=285.828 A, Breaker=CLOSE
[2026-05-10 00:42:01] Bus 3: V=1.032 pu, I=256.276 A, Breaker=CLOSE
[2026-05-10 00:42:01] Bus 4: V=0.957 pu, I=381.517 A, Breaker=CLOSE
[2026-05-10 00:42:01] Bus 5: V=0.955 pu, I=160.966 A, Breaker=CLOSE


[2026-05-10 00:42:05] Bus 1: V=1.006 pu, I=220.483 A, Breaker=CLOSE
[2026-05-10 00:42:05] Bus 2: V=1.049 pu, I=133.621 A, Breaker=CLOSE
[2026-05-10 00:42:05] Bus 3: V=1.026 pu, I=345.931 A, Breaker=CLOSE
[2026-05-10 00:42:05] Bus 4: V=1.029 pu, I=182.138 A, Breaker=CLOSE
[2026-05-10 00:42:05] Bus 5: V=1.002 pu, I=285.828 A, Breaker=CLOSE


[2026-05-10 00:42:09] Bus 1: V=0.994 pu, I=469.552 A, Breaker=CLOSE
[2026-05-10 00:42:09] Bus 2: V=1.049 pu, I=212.138 A, Breaker=CLOSE
[2026-05-10 00:42:09] Bus 3: V=1.012 pu, I=352.276 A, Breaker=CLOSE
[2026-05-10 00:42:09] Bus 4: V=1.024 pu, I=493.517 A, Breaker=CLOSE
[2026-05-10 00:42:09] Bus 5: V=0.970 pu, I=186.448 A, Breaker=CLOSE


[2026-05-10 00:42:14] Bus 1: V=0.994 pu, I=469.552 A, Breaker=CLOSE
[2026-05-10 00:42:14] Bus 2: V=1.049 pu, I=212.138 A, Breaker=CLOSE
[2026-05-10 00:42:14] Bus 3: V=1.012 pu, I=352.276 A, Breaker=CLOSE
[2026-05-10 00:42:14] Bus 4: V=1.024 pu, I=493.517 A, Breaker=CLOSE
[2026-05-10 00:42:14] Bus 5: V=0.970 pu, I=186.448 A, Breaker=CLOSE


[2026-05-10 00:42:18] Bus 1: V=1.016 pu, I=154.759 A, Breaker=CLOSE
[2026-05-10 00:42:18] Bus 2: V=0.967 pu, I=125.207 A, Breaker=CLOSE
[2026-05-10 00:42:18] Bus 3: V=0.950 pu, I=301.448 A, Breaker=CLOSE
[2026-05-10 00:42:18] Bus 4: V=1.009 pu, I=214.310 A, Breaker=CLOSE
[2026-05-10 00:42:18] Bus 5: V=0.973 pu, I=410.414 A, Breaker=CLOSE


[2026-05-10 00:42:22] Bus 1: V=1.020 pu, I=282.276 A, Breaker=CLOSE
[2026-05-10 00:42:22] Bus 2: V=1.018 pu, I=485.828 A, Breaker=CLOSE
[2026-05-10 00:42:22] Bus 3: V=1.028 pu, I=353.172 A, Breaker=CLOSE
[2026-05-10 00:42:22] Bus 4: V=1.016 pu, I=491.310 A, Breaker=CLOSE
[2026-05-10 00:42:22] Bus 5: V=0.992 pu, I=330.345 A, Breaker=CLOSE


[2026-05-10 00:42:26] Bus 1: V=1.014 pu, I=481.000 A, Breaker=CLOSE
[2026-05-10 00:42:26] Bus 2: V=1.032 pu, I=115.724 A, Breaker=CLOSE
[2026-05-10 00:42:26] Bus 3: V=0.966 pu, I=231.241 A, Breaker=CLOSE
[2026-05-10 00:42:26] Bus 4: V=1.024 pu, I=330.517 A, Breaker=CLOSE
[2026-05-10 00:42:26] Bus 5: V=0.978 pu, I=145.897 A, Breaker=CLOSE


[2026-05-10 00:42:30] Bus 1: V=1.018 pu, I=388.862 A, Breaker=CLOSE
[2026-05-10 00:42:30] Bus 2: V=1.044 pu, I=295.379 A, Breaker=CLOSE
[2026-05-10 00:42:30] Bus 3: V=0.999 pu, I=123.552 A, Breaker=CLOSE
[2026-05-10 00:42:30] Bus 4: V=0.953 pu, I=291.759 A, Breaker=CLOSE
[2026-05-10 00:42:30] Bus 5: V=0.982 pu, I=201.897 A, Breaker=CLOSE


[2026-05-10 00:42:34] Bus 1: V=0.959 pu, I=533.483 A, Breaker=CLOSE
[2026-05-10 00:42:34] Bus 2: V=1.033 pu, I=330.276 A, Breaker=CLOSE
[2026-05-10 00:42:34] Bus 3: V=1.045 pu, I=505.483 A, Breaker=CLOSE
[2026-05-10 00:42:34] Bus 4: V=1.017 pu, I=203.241 A, Breaker=CLOSE
[2026-05-10 00:42:34] Bus 5: V=0.954 pu, I=441.414 A, Breaker=CLOSE


[2026-05-10 00:42:38] Bus 1: V=0.959 pu, I=533.483 A, Breaker=CLOSE
[2026-05-10 00:42:38] Bus 2: V=1.033 pu, I=330.276 A, Breaker=CLOSE
[2026-05-10 00:42:38] Bus 3: V=1.045 pu, I=505.483 A, Breaker=CLOSE
[2026-05-10 00:42:38] Bus 4: V=1.017 pu, I=203.241 A, Breaker=CLOSE
[2026-05-10 00:42:38] Bus 5: V=0.954 pu, I=441.414 A, Breaker=CLOSE


[2026-05-10 00:42:42] Bus 1: V=0.997 pu, I=376.103 A, Breaker=CLOSE
[2026-05-10 00:42:42] Bus 2: V=1.041 pu, I=161.276 A, Breaker=CLOSE
[2026-05-10 00:42:42] Bus 3: V=1.008 pu, I=364.517 A, Breaker=CLOSE
[2026-05-10 00:42:42] Bus 4: V=0.999 pu, I=128.345 A, Breaker=CLOSE
[2026-05-10 00:42:42] Bus 5: V=0.984 pu, I=238.483 A, Breaker=CLOSE


[2026-05-10 00:42:46] Bus 1: V=1.017 pu, I=458.000 A, Breaker=CLOSE
[2026-05-10 00:42:46] Bus 2: V=0.982 pu, I=400.345 A, Breaker=CLOSE
[2026-05-10 00:42:46] Bus 3: V=0.978 pu, I=515.241 A, Breaker=CLOSE
[2026-05-10 00:42:46] Bus 4: V=1.031 pu, I=320.276 A, Breaker=CLOSE
[2026-05-10 00:42:46] Bus 5: V=0.995 pu, I=227.586 A, Breaker=CLOSE


[2026-05-10 00:42:50] Bus 1: V=0.982 pu, I=524.586 A, Breaker=CLOSE
[2026-05-10 00:42:50] Bus 2: V=0.990 pu, I=317.724 A, Breaker=CLOSE
[2026-05-10 00:42:50] Bus 3: V=1.048 pu, I=360.103 A, Breaker=CLOSE
[2026-05-10 00:42:50] Bus 4: V=1.004 pu, I=268.897 A, Breaker=CLOSE
[2026-05-10 00:42:50] Bus 5: V=0.968 pu, I=255.379 A, Breaker=CLOSE


[2026-05-10 00:42:54] Bus 1: V=1.025 pu, I=354.379 A, Breaker=CLOSE
[2026-05-10 00:42:54] Bus 2: V=1.025 pu, I=173.207 A, Breaker=CLOSE
[2026-05-10 00:42:54] Bus 3: V=1.004 pu, I=494.172 A, Breaker=CLOSE
[2026-05-10 00:42:54] Bus 4: V=0.993 pu, I=398.034 A, Breaker=CLOSE
[2026-05-10 00:42:54] Bus 5: V=0.962 pu, I=536.966 A, Breaker=CLOSE


[2026-05-10 00:42:58] Bus 1: V=1.025 pu, I=354.379 A, Breaker=CLOSE
[2026-05-10 00:42:58] Bus 2: V=1.025 pu, I=173.207 A, Breaker=CLOSE
[2026-05-10 00:42:58] Bus 3: V=1.004 pu, I=494.172 A, Breaker=CLOSE
[2026-05-10 00:42:58] Bus 4: V=0.993 pu, I=398.034 A, Breaker=CLOSE
[2026-05-10 00:42:58] Bus 5: V=0.962 pu, I=536.966 A, Breaker=CLOSE


[2026-05-10 00:43:02] Bus 1: V=1.010 pu, I=191.345 A, Breaker=CLOSE
[2026-05-10 00:43:02] Bus 2: V=0.965 pu, I=342.345 A, Breaker=CLOSE
[2026-05-10 00:43:02] Bus 3: V=1.005 pu, I=128.448 A, Breaker=CLOSE
[2026-05-10 00:43:02] Bus 4: V=1.049 pu, I=467.103 A, Breaker=CLOSE
[2026-05-10 00:43:02] Bus 5: V=0.996 pu, I=140.345 A, Breaker=CLOSE


[2026-05-10 00:43:06] Bus 1: V=1.033 pu, I=297.655 A, Breaker=CLOSE
[2026-05-10 00:43:06] Bus 2: V=1.021 pu, I=305.552 A, Breaker=CLOSE
[2026-05-10 00:43:06] Bus 3: V=0.977 pu, I=466.241 A, Breaker=CLOSE
[2026-05-10 00:43:06] Bus 4: V=1.048 pu, I=186.448 A, Breaker=CLOSE
[2026-05-10 00:43:06] Bus 5: V=1.005 pu, I=255.690 A, Breaker=CLOSE


[2026-05-10 00:43:10] Bus 1: V=1.042 pu, I=299.276 A, Breaker=CLOSE
[2026-05-10 00:43:10] Bus 2: V=1.037 pu, I=451.448 A, Breaker=CLOSE
[2026-05-10 00:43:10] Bus 3: V=0.977 pu, I=445.966 A, Breaker=CLOSE
[2026-05-10 00:43:10] Bus 4: V=0.991 pu, I=503.793 A, Breaker=CLOSE
[2026-05-10 00:43:10] Bus 5: V=1.000 pu, I=449.069 A, Breaker=CLOSE


[2026-05-10 00:43:14] Bus 1: V=0.978 pu, I=224.414 A, Breaker=CLOSE
[2026-05-10 00:43:14] Bus 2: V=1.008 pu, I=523.414 A, Breaker=CLOSE
[2026-05-10 00:43:14] Bus 3: V=0.998 pu, I=153.655 A, Breaker=CLOSE
[2026-05-10 00:43:14] Bus 4: V=1.003 pu, I=239.138 A, Breaker=CLOSE
[2026-05-10 00:43:14] Bus 5: V=1.005 pu, I=325.690 A, Breaker=CLOSE


[2026-05-10 00:43:18] Bus 1: V=0.978 pu, I=224.414 A, Breaker=CLOSE
[2026-05-10 00:43:18] Bus 2: V=1.008 pu, I=523.414 A, Breaker=CLOSE
[2026-05-10 00:43:18] Bus 3: V=0.998 pu, I=153.655 A, Breaker=CLOSE
[2026-05-10 00:43:18] Bus 4: V=1.003 pu, I=239.138 A, Breaker=CLOSE
[2026-05-10 00:43:18] Bus 5: V=1.005 pu, I=325.690 A, Breaker=CLOSE


[2026-05-10 00:43:22] Bus 1: V=0.995 pu, I=230.793 A, Breaker=CLOSE
[2026-05-10 00:43:22] Bus 2: V=0.968 pu, I=407.931 A, Breaker=CLOSE
[2026-05-10 00:43:22] Bus 3: V=1.007 pu, I=189.552 A, Breaker=CLOSE
[2026-05-10 00:43:22] Bus 4: V=1.027 pu, I=104.414 A, Breaker=CLOSE
[2026-05-10 00:43:22] Bus 5: V=1.024 pu, I=389.103 A, Breaker=CLOSE
